label,g__Turicibacter,g__Parabacteroides,g__[Ruminococcus],g__Sutterella,f__Peptostreptococcaceae_g__,g__Ruminococcus,g__Veillonella,g__Bacteroides,g__Eggerthella,g__Faecalibacterium,g__Coprococcus,f__Lachnospiraceae_g__,g__Neisseria,g__Haemophilus,g__Blautia,f__Enterobacteriaceae_g__,g__Klebsiella,g__Dorea,g__Dialister,g__Anaerostipes,g__Phascolarctobacterium,g__Staphylococcus,g__Actinomyces,f__Gemellaceae_g__,g__Akkermansia,g__Oscillospira,o__Lactobacillales_g__,g__Adlercreutzia,g__Odoribacter,f__Clostridiaceae_g__,g__Prevotella,g__Roseburia,g__Lachnospira,o__Clostridiales_g__,g__Granulicatella,f__Erysipelotrichaceae_g__,f__Ruminococcaceae_g__,g__Clostridium,g__Streptococcus,g__Aggregatibacter,g__Fusobacterium,g__Conchiformibius,g__Bifidobacterium,g__Collinsella,g__Holdemania,g__[Eubacterium],f__Rikenellaceae_g__,g__Bilophila
s245_CD,1,689,1916,78,1,13,108,11369,6,4787,564,3200,1,269,91,139,1,262,3,1,1,1,1,2,1,124,2,1,17,1,2,9,1,650,3,264,473,3,30,5,58,96,68,222,2,7,11,167
s246_CD,1,21,109,9,1,3,56,2155,1,684,2,38,1,301,9,12149,1,17,12,1,2,1,7,30,1,1,34,1,1,1,2,2,2,6,22,3,42,1463,254,5,74,1,16,1,1,2,16,1
s247_CD,1,1,60,2,1,1,58,1011,1,247,1,14,1,139,1,11330,1,1,1,1,1,6,1,7,1,1,9,1,1,1,1,2,1,1,3,1,16,600,93,19,9,5,1,1,1,1,2,1
s248_CD,1,1473,1086,2229,1,35,16,19884,17,571,36,2491,1,626,637,1282,3,52,2,1,386,1,2,1,2,97,1,1,418,1,1,866,1,242,3,723,785,10,40,28,848,1,32,93,39,6,979,63
s249_CD,1,4,5,660,1,1,9,4114,1,265,1,45,1,78,4,17236,1,1,2,1,1,1,5,6,9,1,7,1,1,1,1,2,1,1,12,1,6,1,71,57,1,2,1,2,1,1,2,2
s250_CD,1,57,47,3,1,11,8,350,8,58,9,39,1,25,30,19011,424,1,2,1,1,4,5,1,2,1,1,1,5,1,3,22,15,27,1,22,42,6,1,1,13,612,11,1,1,1,1,1
s251_CD,1,25,30,3,1,1,9,332,1,5,1,55,1,2,3,25116,493,12,1,1,9,1,1,1,1,18,2,1,1,1,1,1,2,10,1,11,13,1,3,6,96,1233,1,1,1,3,1,2
s252_CD,7,61,92,551,1,2,53,9568,1,732,4,463,2,4232,9,3908,1,8,499,1,1,1,1,1,1,18,1,1,64,1,7,1,1,41,23,11,44,1,13,41,9444,1,1,6,3,1,14,456
s253_CD,1,5997,3,5035,2,2,256,15529,1,6,3,20,1,60,3,2804,2,3,4,1,1,1,3,1,2,1,7,1,628,1,4,4,1,5,5,332,1029,1,15,1,47,1,36,1,1,47,47,2
s254_CD,1,11,5,5,1,1,4,103,1,1,1,7,1,1830,2,8034,1,1,1,1,8,6,1,1,1,1,1,1,10,1,1,1,1,9,3,1,23,1,33,1,149,1,1,1,1,1,1,1
s255_CD,1,6,34,14,1,3,65,145,1,135,1,28,6,7515,9,4205,2,4,3,1,2,1,11,8,1,2,1,1,2,2,3,1,1,7,18,9,23,1,83,658,39,3,12,1,1,3,3,1
s256_CD,6,2,1331,754,168,1741,38,21484,104,3088,88,3221,1,90,410,1763,2,161,3,1,1,1,13,7,10,483,203,166,94,38,2,1078,2,1262,2,836,1811,115,539,1,1,1,73,1251,26,178,988,371
s257_CD,1,820,1876,2302,6,10,49,22129,38,1599,110,2500,1,207,184,74,2,258,2,1,55,1,8,1,14,485,1,1,1,3,7,13,1,350,1,85,319,1,10,5,7,1,4,2,7,23,513,2
s258_CD,1,11,786,181,18,21,30,18551,1,2806,30,1266,1,412,21,1238,2,418,3,1,14,1,1,3,3,20,2,1,1,52,2,9,1,203,4,720,262,64,22,51,82,4,9,22,1,5,3,2
s259_CD,1,922,129,1408,1,5,7,11219,1,179,2,623,1,230,124,1528,2,17,2,1,143,1,1,1,1,55,1,1,154,1,3,248,3,89,1,129,163,1,2,11,746,1,1,1,12,2,515,24
s260_CD,1,4,12,1,2,4,5915,14,1,6,4,1238,1,3,6,1645,2195,1,8,1,1,1,1,1,3,3,1,2,1,1,1,1,1,56,1,5,4177,2,2956,1,1612,1,6,4,1,1,3,1
s261_CD,1,1,11796,1,1079,49,400,28,479,3,1071,16010,1,156,17,2061,6,5468,5528,1,1,1,11,13,3,470,2,1,1,187,1,592,3,2586,6,468,489,5,364,5,3206,1,8,1,111,907,1,1
s262_no,1,828,186,2376,84,108,9,26590,3,2085,91,749,1,24,351,10044,28,55,8,26,137,1,1,1,2,140,102,14,178,20,2,1069,1512,611,2,338,1242,149,68,1,1,1,26,3,20,7,840,109
s263_no,45,1333,663,220,359,3286,1,13748,18,7365,671,3100,1,679,1838,120,14,96,2398,1,1,1,3,2,2,172,20,2,1,30,1,782,209,3646,1,440,559,212,776,3,1,1,1690,2,65,41,371,1
s264_no,10,9,105,49,225,594,318,1226,24,12767,1334,9377,1,1450,4295,15,4,568,6452,169,2,15,18,9,26,21,3,75,1,3,1,210,161,7081,17,278,3370,954,3988,1,1,1,5385,6,1,62,81,2
s265_CD,63,2226,85,1105,42,2955,121,11318,41,12638,507,4306,1,696,2517,8,1,280,2794,321,1,1,9,2,3,183,4,186,162,19,1,1991,691,4274,3,2002,5372,100,464,1,1,1,523,3,28,126,1542,271
s266_CD,14,4,5632,22,850,419,34,1356,1238,3932,300,6813,1,34,4928,85,2,1210,26,1,350,3,72,38,1,85,2,1877,1,60,2,1698,4,1765,96,912,2253,300,6555,1,8,1,11896,6,11,45,2,1
s267_CD,3,21,2656,17,272,545,8,25811,144,207,772,2221,2,19,1057,3938,1,818,2192,2,2,1,16,10,1,1106,2,2,2,76,2,629,154,1996,21,685,1012,2,1983,1,2,1,1664,2382,207,357,7,4
s268_CD,2,601,238,122,15,400,303,7068,57,8935,194,3231,1,120,2115,6,1,81,351,1,1,1,6,7,1,313,1,224,1,2,2,19,450,618,11,82,801,338,3351,1,1,1,634,1,24,167,375,116
s269_CD,1,2,1848,6,706,494,4,2061,137,7,977,10637,1,9,13022,1374,2,1278,15,2068,1,1,2,5,5,1036,2,2,1,3,4,1031,111,3546,21,498,2982,3,267,1,1,1,9,5670,15,7602,4,1
s270_CD,4,1650,489,495,208,1148,14,8473,31,6658,578,2911,1,41,1176,10,2,136,2963,1,1,1,1,1,1,278,1,112,1,51,1,3862,3940,1991,2,1361,3985,1112,915,1,3,1,714,1,66,25,844,3
s271_CD,4,3,1133,3,1659,31,110,21,16,5,19,14388,37,453,594,3874,6,1762,122,1,1,2,6,11,45,2841,1419,2,1,294,1,72,414,14684,37,8275,1132,14,222,14,41,3,17,2,1,2918,2,3
s272_CD,5,4,1733,2,147,1088,162,20105,1,5111,616,1764,1,165,4733,743,1,1211,12,2,1182,2,3,384,2,413,3,2,1,52,4319,1540,4,346,2,873,2519,3,425,2,183,11,529,6,227,2504,6,2
s273_CD,4,1,4746,3,830,16,1734,30,1,7,2,24,5,12480,11,8,2,3,8,1,2,4,96,170,1,1,68,1,1,7,2,2,1,5,404,3,9,34,18313,1,741,4,2,2,1,3,1,1
s274_CD,8,2648,3390,4,1202,933,4,1437,512,2119,38,6623,1,5,9379,245,2,85,1983,1,1,1,72,7,1,462,7,1,1,123,1,774,4,2421,14,361,1384,9,2234,1,1,1,3139,9,1,1163,248,1
s275_CD,4,628,2108,1113,32,170,4,11437,1,9826,583,3232,1,262,5769,143,1,390,8,108,781,1,9,4,785,271,3,117,67,162,1,2253,741,2670,8,1489,5763,697,284,1,2,1,8,124,47,13,2120,519
s276_CD,1,132,7806,313,975,23,150,411,631,344,131,1455,1,1502,335,26,1,1356,3971,1,1,1,45,83,2,70,3,1,2,200,1,3216,3,2861,109,372,42,34,13511,15,2,4,5940,2,1,1774,3,44
s277_CD,1,2,14056,371,5,40,765,574,174,7,1,4672,1,2,3810,634,1,4,6,1,1,2,50,27,20207,49,2,1,1,1,1,4,3,461,91,840,4058,3,1586,1,5,1,2945,3,1,862,1,1
s278_CD,1212,3,10451,2,438,87,364,9,371,4,4,1396,1,992,18,2723,225,95,5,1,1,1,7,6,5,71,16,1,1,287,1,4812,4,4737,12,3426,506,10,1219,1,5,1,107,4,1,3,3,1
s279_CD,1,2,3604,43,4013,58,130,852,229,2,1008,9068,1,2,5265,49,3,3602,2,2,2,1,10,4,27,18,1,1,1,666,1,602,2,15496,20,935,215,1070,88,1,2,1,587,3,1,4965,49,1
s280_CD,49,1082,449,4174,58,1180,2,10973,100,1474,1128,3084,1,6,1339,1241,3,327,4974,1,2,1,16,5,1979,336,1,115,1,8,1,325,3,4958,10,31,1510,103,201,1,1,1,3150,4485,35,159,3,1
s281_CD,9,284,1075,52,1730,1580,208,1745,117,1890,2737,5643,1,4037,8934,482,2,1398,90,200,577,1,19,7,30,713,12,374,4,1051,41,13,1,1194,10,9,4721,6,1001,1,5,1,4272,4315,54,201,20,3
s282_CD,2,2,849,3,444,114,1856,41,1,22,28,143,1,38,179,13972,3393,179,119,1,1,4,58,116,53,19,3065,1,1,88,1,56,4,55,231,71,564,5207,1626,18,61,1,13,6,3,13,1,2
s283_CD,2,8,212,8,16,24,778,131,11,433,84,201,1,205,224,8017,15,75,16,8,5,2406,2,129,4,10,22,1,1,81,86,137,4,77,515,1262,653,10,5760,1,26,1,97,6,2,12,44,19
s284_no,1150,6,5643,7,2502,3432,69,58,9,720,1242,6051,1,225,7355,13,2,1392,8,61,3,2,20,8,1,619,3,139,1,194,104,200,22,1976,8,4900,4142,74,2386,29,4,1,657,1368,43,21,7,1
s285_CD,2,21,2509,30,799,103,1,231,6,1058,1330,2549,1,5,6964,1131,2,1926,1012,1,1,1,12,2,2,267,26,1,1,5,3971,36,5,1601,15,51,1854,2,322,2,1,1,2661,31,1,2,15,3
s286_CD,177,73,4618,4,1045,368,18,463,108,14935,3288,3654,1,24,5612,14,1,437,4787,17,1,2,7,19,1,169,1,11,1,147,250,524,18,1455,42,9181,2207,33,10872,3,2,1,2519,470,65,114,2,1
s287_CD,1,4,4,2,1,1,675,26,1,1,1,5,1,7806,8,5,1,2,6,1,1,632,32,19,2,1,2,1,1,1,1,2,1,5,185,14,58,3,3693,1,5,1,15,3,1,1,1,1
s288_CD,1,1,7599,1,303,1,444,13,1,3,28,5303,1,533,5,887,3,425,5,1,1,1,7,8,1,2,68,1,1,231,1,5,3223,2151,17,1833,705,1023,468,1,3,1,2,3,277,3648,1,1
s289_CD,1,133,10,1,2213,1,104,381,1,5418,3,71,1,111,9536,1474,62,1163,3,1,1,2,53,38,1,1,87,1,1,860,1,3,2043,1131,110,4666,215,24,1512,9,114,1,1491,4,1,665,1,1
s290_CD,2,2,1781,1,41,33,1755,95,2,518,53,250,12,1973,976,219,8533,126,27,1,1,1,31,10,1,13,3,1,1,17,1,18,2,31,43,173,212,4335,1501,81,18,1,276,3,3,2,3,1
s291_CD,1,11,1658,7,601,1848,5,65,13,21,573,1356,1,7,2911,2144,3,1244,3,24,3,1,28,13,6500,5,1,27,1,143,4,155,1,866,24,683,179,789,1481,2,2,1,9,106,1,637,6,5
s292_CD,159,38,4387,8,1380,1580,3,969,3039,1815,1058,2323,1,3,10115,1803,1,5512,183,1,512,5,23,2,1,1092,325,78,3,457,1,253,3,1114,4,5569,467,549,338,1,417,1,2200,2,18,1219,1,6
s293_CD,2,128,3220,4,1314,290,2,1630,169,1640,1342,5652,1,4,5658,90,1,2079,4088,38,1,2,18,15,1,1171,2,611,4,215,1,537,1,5218,7,14603,6842,72,80,1,1,1,3478,1825,108,1642,58,1
s294_CD,2,1924,6398,138,11,3423,4,7548,11,9,4518,1160,1,1,11435,15,5,1173,10,1,1379,1,4,1,1,439,3,1,120,1,333,3,2,437,1,535,751,3,106,1,1,1,9,1,2,1682,1024,1
s295_CD,28,1,807,1,113,1244,7,6385,206,3062,75,1583,1,2,1468,48,1,184,2657,1,1,1,8,6,1,71,3,1,1,3,2,632,38,3304,10,454,460,282,2303,2,1,1,1,1,8,40,2,1
s296_CD,4,23,60,10,7,34,862,140,7,162,16,75,1,5,88,23,1,12,57,1,3,2,181,71,15,13,5,1,1,2,1,40,5,154,917,38,159,12,1604,2,5,1,17,4,4,5,9,2
s297_CD,1,1,5,57,128,12,384,7,1,6,2,6,1,21,9,2631,1,793,7,2,1,2,4,5,1,2,316,1,1,27,1,9,93,16,15,3,61,806,266,1,515,1,97,3,1,1,2,1
s298_CD,1,1,1,1,1,2,756,2,1,1,1,2,1,1812,1,404,3,1,1,1,1,32,12,45,1,1,11,1,1,2,1,1,1,1,238,1,23,2,2941,1,3,1,2,1,1,1,1,1
s299_CD,1,2,3,1,5,1,53,3,1,5,2,6,1,5,4,5728,78,3,5,1,1,1,4,6,1,1,1,1,1,1,1,2,1,3,67,3,7,1,352,1,9,1,2,1,1,1,1,1
s300_CD,1,1680,1149,816,10,82,5,25240,1,6366,134,3063,3,1434,500,3012,1,258,455,65,129,1,1,2,4,775,1,1,154,7,8,4,15,642,45,313,1446,3,91,2,25,1,96,1,63,240,398,603
s301_no,14,1198,1076,4,2,461,378,7737,1,1723,63,3467,1,216,500,11,1,61,2,1,1,1,35,1,1,111,1,1,1,1,4,1,1,147,23,2163,525,1,19,1,20,7,4,1,1,330,309,1236
s302_CD,1,35,284,144,905,3,85,2461,1,2,1,32,1,3388,5,3584,1,15,4,2,1,1,13,2,1,1,2,1,1,356,3,1,1,3,53,1312,18,7,97,61,9,1,27,1,1,37,3,17
s303_CD,17,186,167,413,56,36,4,1549,13,10068,1167,2078,1,6,3094,9,1,564,6,107,1,1,8,3,1,42,1,97,2,19,2,337,20,3227,6,4540,2288,78,129,1,1,1,2790,1398,6,33,1,4
s304_CD,1,1,22,4,106,28,41,80,11,50,5,50,1,16,80,827,25,6,35,1,1,42,48,23,4,1,588,2,1,40,1,20,9,119,92,57,66,5,2434,1,1,1,12,6,1,2,2,1
s305_CD,1,2042,279,1,36,154,2,6890,71,1,306,555,2,3,766,11,3,79,536,1,1,1,5,2,1,250,132,441,1,9,1,978,47,216,2,259,313,56,155,2,2,1,1,4,34,71,1,1
s306_CD,25,26,855,1,660,17,75,221,174,1772,364,768,1,89,1294,56,1,33,2265,1,2,1,5,2,1,17,2,1,1,183,1,564,3,193,2,74,182,3,1314,4,1,1,2672,1,10,43,2,2
s307_CD,2,908,2226,960,30,14,23,11895,1,1246,537,4582,24,557,583,148,2,525,2,1,261,11,1,1,5,36,2,1,25,16,6,765,1,3803,6,1714,764,1,50,36,3,1,579,76,11,41,77,96
s308_no,1,450,372,320,29,2,18,8965,1,1152,25,393,1,3,109,7564,1,62,24,15,6,1,2,3,3,1,3,1,1,11,2,127,2,48,13,139,85,1,29,1,33,1,15,1,1,1,90,36
s309_CD,1,171,450,670,1,1,33,10318,39,1834,86,1109,1,48,134,248,3,440,93,1,1,1,1,1,1,412,1,1,1,28,4,110,1,234,11,632,429,7,37,1,39,1,9,2,94,8,416,207
s310_no,2,34,378,816,55,3,79,16655,1,1065,820,3269,1,138,573,12,1,102,806,28,210,1,1,4,2,2,1,1,3,14,120,401,206,3573,3,447,823,1,6,1,3,5,153,11,1,3,12,161
s311_CD,1,341,680,1950,1,1,2,12773,1,260,258,2636,2,4,350,14,1,115,880,1,1,10,1,1,1,205,1,1,99,2,10,20,1,449,1,343,423,14,13,1,13,1,36,1,1,90,149,329
s312_CD,1,61,284,580,1,4,6,1381,1,243,15,439,6,25,3,44,1,31,2,1,1,34,1,2,1,82,1,1,26,2,120,14,1,86,3,32,431,1,104,1,3,1,70,7,6,20,188,22
s313_CD,1,50,1438,3161,1,6194,55,108242,2,1839,480,24919,35,51,720,11907,52,327,47,25,8025,8,14,9,44458,4127,14,1,1905,3,12,112,6,11862,14,1877,7335,30,154,20,302,1,296,225,126,69,45109,4816
s314_CD,1,935,2759,7312,1,4,70,48109,21,1442,2,2156,29,38,5,19959,2,2665,1304,1,3,19,51,88,7,144,1,1,3,11,8,16,4,56,52,2373,149,2,198,44,3761,47,20,2,1,1,5,919
s315_CD,1,409,257,2735,12,32,83,6941,1,5578,41,1668,5,1722,14,790,49,27,282,1,1,4,2,5,12,43,1,1,2,4,2,3,1,191,4,603,271,4,16,59,2414,1,91,46,1,6,18,150
s316_CD,1,47,642,376,1,31,168,3518,17,2545,22,2115,18,5197,459,891,36,41,286,1,1,60,62,25,3,164,1,1,1,1,7,16,2,482,17,408,283,2,637,85,448,2,136,115,1,1,34,215
s317_CD,1,3119,986,6792,2,1,60,25434,1,84,54,4397,9,21,361,12,1,1,15,1,2,11,13,138,3,28,2,1,1,2,2,22,2,123,54,5969,393,1,573,2,7,1,1,397,6,1,9,2
s318_CD,1,2685,920,3324,1,9,167,21056,1,2933,54,2514,9,685,63,245,1,135,2,1,1,126,10,6,28,127,1,1,11,1,76,31,1,1052,53,149,723,1,308,97,112,33,125,37,1,2,5,646
s319_no,1,1434,3393,6690,740,16,84,40846,11,21308,725,15493,15,336,1177,208,4,463,4,623,1,17,11,15,40,69,2,1,4,33,157,618,200,9788,27,429,2001,1,118,42,8,1,405,230,139,98,13,807
s320_CD,1,82,28,2653,2,4,216,2006,1,113,2,60,56,8038,16,25200,58,13,33,1,1,41,2,11,11,2,5,1,2,3,11,4,2,12,16,25,207,1,681,95,5435,27,136,2,1,1,11,6
s321_CD,1,1427,986,4512,1,12,762,25126,12,8521,385,2463,78,2021,108,42,1,163,3,4,97,21,7,9,7,607,1,1,40,1,8476,98,1,348,30,143,1063,2,196,4,51,5,357,235,1,2,73,695
s322_CD,1,18,2967,16,483,1,891,192,27,140,70,1062,21,2220,58,1886,29,2379,3,2,1,6,17,34,15,4,1,1,1,306,10,51,2,1699,38,4784,1264,1522,408,200,515,128,11,1,1,2710,4,1
s323_no,75,30,2065,3554,246,487,35,16252,17,39610,4392,8939,55,111,2571,240,94,365,543,235,2,4,2,23,9,658,3,17,3,119,6,1317,1456,6008,12,6138,5513,290,65,9,21,1,6190,2,282,76,4980,4
s324_no,1,216,399,460,4,75,64,51959,23,12953,135,1419,47,158,99,194,2,492,37,2,754,5,14,30,14,687,6,1,3,4,9,154,1,1998,14,286,2562,1,105,118,50,1,21,19,7,3,92,485
s325_CD,1,17,330,126,281,15,677,11183,46,268,106,2477,578,2177,226,2156,48,456,36,1,1,2,62,51,2,67,1,1,1,90,5,125,64,694,178,815,2058,96,1470,68,1720,230,27,59,27,7,4,20
s326_no,1,3483,2716,15784,63,77,615,21650,13,3675,1425,11878,27,506,1075,415,4,646,5,1,354,14,236,41,51,474,1,1,4,17,9,3809,1778,2186,150,2599,3917,9,1124,7,279,6,1141,197,43,55,89,298
s327_CD,1,3,818,2062,1,12,772,21312,70,4899,1,2708,15,89,24,10855,1,212,268,1,1,10,29,319,5,37,1,1,1,1,2,2,1,1153,160,441,2880,1,942,718,850,19,74,1,1,24,36,521
s328_no,37,6757,3055,11,570,975,36,40203,55,8418,559,5855,8,43,706,160,1,523,3794,293,1,4,10,13,11,810,1,37,535,51,3,7264,1,4571,16,313,3624,178,129,3,37,4,2,2,167,124,10,10
s329_CD,1,33,3007,4347,9,77,2779,44273,5,15396,3305,14131,441,7544,1519,568,19,2549,5,2,1222,16,30,57,28,2110,1,22,3927,2,26320,368,137,24356,74,2759,9535,34,1593,1201,251,4,10,74,310,357,4887,2202
s330_CD,1,118,62,160,1,38,133,1035,1,384,31,321,20,21678,64,8,1,29,3,1,2,12,62,36,108,77,9,1,37,1,2,12,16,99,95,39,149,10,1161,1639,72,1,1,33,1,1,115,28
s331_CD,48,81,650,878,138,2,143,1486,1,1752,2,539,11,1239,92,18247,1,124,27,1,22,45,60,293,75,66,1,22,10,54,3,1,1,246,283,419,757,1,1274,99,29,1,105,13,1,59,9,2
s332_no,504,588,1207,3757,804,188,152,27181,3,4835,968,2462,87,19754,349,1221,7,228,15,15,28,21,14,342,24,80,6,1,5,11697,12,1296,1044,3082,42,3760,796,1,899,69,89,3,377,116,28,1171,106,114
s333_no,1,9,252,571,107,37,116,7481,1,4201,22,1668,20,16,265,147,2,108,609,2,2,65,5,5,8,113,2,1,19,42,3,473,21,1635,21,218,753,1,112,25,70,1,117,8,17,71,186,1
s334_CD,1,76,230,82,15,1,168,4088,1,1662,2,743,4,2278,6,9539,3,72,1,1,3,10,14,1,1,20,1,1,1,79,3,1,1,79,1,201,69,1,131,3609,80,9,20,1,1,1,5,42
s335_no,19,7311,6419,714,113,921,31,15786,1,1853,305,3883,20,82,534,119,2,150,11,1,2,60,3,9,46,1487,1,1,78,16,19,351,30,451,10,323,1552,1,212,1,39,1,5132,484,37,149,1032,1024
s336_CD,1,417,707,2617,1,7,93,15001,1,915,145,4013,8,5,536,47,2,163,2394,8,1,16,8,2,2,475,1,1,100,1,1,2,1,611,8,105,469,1,44,7,54,1,55,1,54,18,300,959
s337_CD,1,708,79,1195,13,12,50,23176,1,1325,7,1088,27,328,137,11,1,51,350,4,137,3,12,4,30,65,1,1,119,4,55,31,6,188,5,137,1164,2,25,20,27,1,47,15,49,3,60,8
s338_CD,1,2225,1471,28,11,7,444,10919,4,316,59,1017,8,16,369,1650,1,950,556,5,9,5,5,11,6,347,1,1,3,4,129,48,48,410,8,296,664,1,38,1,3306,34,204,86,13,71,814,1
s339_CD,3,325,693,43,7,19,18,21089,21,7596,15,1877,6,506,10,154,1,95,2381,1,1,1,1,8,7,324,2,1,1,72,3,50,5,677,5,125,416,1,49,78,436,4,21,1,1,9,470,742
s340_CD,1,152,755,40,1,34,40,10137,1,3921,72,1227,12,181,14,2415,2,54,610,1,1,39,1,2,4,38,2,1,1,1,2,1,540,392,3,408,575,1,66,3,13,1,152,32,1,2,51,131
s341_CD,1,1383,1309,1858,22,1127,133,19430,9,10187,457,2650,18,341,541,10,2,157,23,11,484,4,21,24,11,823,1,1,319,7,12,512,32,1991,5,274,2804,15,260,4,22,1,149,40,1,1,1794,804
s342_CD,1,6442,881,559,8,269,35,48355,10,9092,231,2974,12,60,764,28,2,2,7538,1,2,21,3,33,4,592,5,1,2,5,4,92,2,555,8,81,10062,1,59,1,19,1,31,1,59,27,1321,358
s343_no,1,1212,485,1110,40,15,75,31539,15,821,188,1765,6,26,947,15,1,135,1,1,406,1,16,6,3,385,1,1,313,38,2,2886,1,151,33,178,5284,1,140,2,16,1,1,2,50,91,997,231
s344_no,1,11562,2474,3482,474,1104,53,46404,6,8224,774,7941,27,157,1767,400,2,685,230,104,2517,8,23,7,4431,647,1,9,432,123,31814,1082,162,4457,6,665,6246,94,133,18,115,1,2012,25,173,38,5290,595
s345_CD,1,721,209,1372,1,7,182,14773,1,713,64,1973,57,5577,93,2212,1,140,5,1,87,2,28,56,1,79,2,1,19,1,2,6,1,228,44,66,362,3,471,412,126,12,2,9,1,3,274,376
s346_CD,2,5188,2463,7446,2,93,86,38139,16,10327,30,2994,106,1532,1221,17056,7,84,26,1,1135,45,12,76,29,523,2,1,928,1,24,20,3,2180,14,293,1570,3,133,53,436,2,21,5,4,43,4844,178
s347_CD,1,276,623,1089,100,690,6,9771,1,3328,137,1083,5,28,219,47,7,77,24,63,218,13,1,3,4,192,1,7,119,24,2,761,105,576,2,278,2204,35,7,1,40,1,60,106,1,19,4,276
s348_no,73,1741,110,486,62,461,21,13514,1,3848,160,881,21,145,300,102,2,112,5,1,244,30,4,15,6275,269,1,1,307,11,6,265,97,1259,4,82,1626,5,39,5,12,1,417,31,7,3,1332,119
s349_CD,1,134,59,646,1,4,185,3253,1,184,22,277,1,343,21,483,1,67,591,1,1,181,32,22,1,115,2,1,104,1,3,1,1,65,3,10,165,1,305,15,240,1,1,5,1,1,42,9
s350_CD,1,814,887,922,6,30,194,19677,2,9391,26,1405,7,1174,30,6533,1,7,908,6,102,1,1,27,271,109,1,7,139,2,3,63,6,324,16,797,591,51,281,54,1633,1,93,113,5,8,157,306
s351_CD,1,2929,688,4,5,31,203,18706,8,5,32,3393,1,140,22,170,2,404,1,1,552,4,5,7,2,199,1,1,22,12,2,4,1,645,3,4,100,5,20,9,7148,1,41,128,1,15,7,2
s352_CD,1,14,517,40,29,24,145,1856,1,9,1,1803,1,14,5,6,1,567,1,1,1,3,1,3,12,21,1,1,1,9,1,326,1,974,1,42,86,1,35,1,17,1,1,5,1,1,3,1
s353_CD,1,646,2276,2242,80,131,166,31487,1,1176,195,7260,1,1003,270,5346,10,1326,2,12,1,2,2,1,2,154,1,1,14,36,2,14,1,493,1,214,2267,26,63,2,52,197,335,326,70,6,80,2
s354_CD,1,61,1774,51,90,37,88,19636,16,4026,777,1118,1,51,113,1074,2,157,733,6,5,13,9,2,78,205,1,1,27,30,36,60,5,390,16,301,942,3,16,3,79,1,8,104,11,20,92,295
s355_no,1,7946,1236,6710,60,46,251,51300,33,10257,190,5802,6,11373,300,1405,9,146,5980,2,6,4,37,27,8,233,2,12,2,22,6,485,165,7551,143,872,6004,7,376,774,54,7,339,4,304,91,1989,1955
s356_CD,1,379,1973,331,8,15,427,12532,10,6670,92,1347,1,163,78,497,2,228,1300,1,1,2,3,13,4,58,1,1,43,4,2,65,144,838,20,721,631,14,62,72,26,25,2,17,45,209,76,1
s357_no,1,60,31,373,194,6,41,2951,7,414,23,308,1,84,7,29,1,38,108,1,2,4,11,5,1,8,1,1,1,48,2,189,5,60,33,80,282,3,212,1,2,1,1,24,8,1,1,54
s358_CD,1,20,79,41,1,1,126,8085,1,100,4,140,43,7573,8,2931,1,15,21,1,1,1,2,4,1,3,1,1,3,1,1,1,1,21,30,33,14,1,157,1094,303,130,15,13,1,1,3,7
s359_CD,1,4,16,18,5,2,194,321,5,76,1,71,1,9303,2,1658,477,4,8,1,1,1,25,20,1,1,1,1,1,6,8,2,1,15,5,7,22,1586,79,13,11,1,6,1,1,3,5,4
s360_CD,1,2068,1560,4054,2,32,34,21854,13,10601,150,4750,2,182,1501,5354,2,568,2,1,1065,2,1,1,4,173,1,1,1,7,4,3,74,1510,4,1421,875,21,51,12,1,1,557,351,50,38,163,193
s361_CD,1,40,61,15,11,4,586,41834,1,2119,63,1286,1,3752,15,67,6708,11,2,1,1,8,1,103,2,4,87,1,1,5,1,15,1,42,2,495,265,1,95,437,150,6,9,1,2,15,13,1
s362_CD,54,6,136,201,52,5,103,5951,3,42,2,104,92,17766,8,24226,79,4,32,1,2,10,3,357,1,2,8,1,1,98,2,3,1,30,108,15,43,2,427,3294,1136,203,12,4,1,4,3,11
s363_CD,1,58,65,328,1,8,16,5989,8,506,3,232,26,657,9,302,1,63,1,1,1,1,8,35,2,9,1,1,1,8,24,6,10,40,21,130,75,5,65,7202,206,1,3,3,1,1,1,3
s364_no,1,767,16904,6023,3,119,32,44115,9,202,39,854,1,15,18,16,2,298,54,1,90,2,2,1,3,11,1,1,1,2,2,5,1,104,8,2155,356,2,42,1,5,1,2,1,6,199,16,3
s365_CD,1,32,1383,16,55,10,1112,19531,4,3492,24,1491,2,125,150,3900,2,2133,7,1,3,1,1,4,32,426,2,1,3,45,4,43,147,2974,3,759,822,1,37,10,4,1,3,1,2,52,19,7
s366_no,1,2751,542,7522,89,1568,24,29090,34,11785,418,3439,3,199,248,39,4,107,9,179,5,5,6,6,25194,1721,1,1,1016,73,2,1699,66,4819,3,370,4562,17,33,6,16,2,1148,78,271,296,5066,1934
s367_CD,1,40,742,1909,17,42,17,25431,18,1309,109,3218,103,648,165,4816,3,89,456,2,4,4,7,28,3087,646,1,1,287,7,2,31,1,1297,24,164,1051,1,138,42,478,71,25,72,22,12,1209,19
