day_of_life,g__Actinomyces_0,g__Bifidobacterium_1,g__Eggerthella_2,g__Bacteroides_3,g__Parabacteroides_4,f__Rikenellaceae_5,g__Staphylococcus_6,g__Enterococcus_7,g__Lactobacillus_8,g__Streptococcus_9,o__Clostridiales_10,o__Clostridiales_11,f__Clostridiaceae_12,f__Clostridiaceae_13,g__Clostridium_14,f__Lachnospiraceae_15,f__Lachnospiraceae_16,g__Blautia_17,g__Coprococcus_18,g__Dorea_19,g__Lachnospira_20,g__Roseburia_21,g__[Ruminococcus]_22,f__Peptostreptococcaceae_23,f__Ruminococcaceae_24,f__Ruminococcaceae_25,g__Faecalibacterium_26,g__Oscillospira_27,g__Ruminococcus_28,g__Veillonella_29,f__Erysipelotrichaceae_30,g__[Eubacterium]_31,f__Enterobacteriaceae_32,f__Enterobacteriaceae_33,g__Haemophilus_34,g__Pseudomonas_35,g__Akkermansia_36
181,0,5966,0,3562,0,0,0,0,0,16,265,0,335,0,98,226,179,34,22,0,0,0,1676,236,0,0,0,178,286,837,579,46,141,350,0,0,2
181,8,7614,5,809,0,0,0,0,0,231,192,0,273,6,49,619,137,117,136,0,0,0,3024,1064,0,0,0,10,27,329,306,140,287,1404,0,0,0
182,0,0,0,7536,534,0,0,11,0,28,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,82,10,171,0,0,1936,185,26,2,0
182,0,10374,18,7,0,0,0,0,292,95,226,0,88,146,2458,33,1324,84,58,225,2053,0,747,235,0,0,68,0,119,3124,248,115,108,590,0,0,0
182,0,3374,24,1359,0,0,0,0,0,0,2,0,79,0,0,0,6,0,0,466,0,0,382,61,0,0,0,83,16,57,0,0,15,278,0,0,0
182,0,3010,0,2834,1834,327,0,0,0,10,31,24,0,33,0,0,885,278,0,110,0,0,723,16,0,16,0,75,45,354,276,0,11,8,7,0,484
182,4,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,838,0,0,0,0,0,2677,0,0,0,0,678,2,825,0,91,7055,5292,0,0,0
183,0,3471,0,0,0,0,0,21,0,12,0,0,6,3545,6,0,17,0,2,43,0,0,0,147,0,0,0,0,0,5549,139,0,4808,2055,334,0,0
183,37,5616,6,5,0,0,7,344,0,435,0,0,803,658,2424,0,0,0,0,318,0,0,0,72,0,0,0,0,0,471,4,0,159,3823,0,0,0
183,10,1406,0,7503,0,0,0,0,0,16,0,0,222,0,247,0,0,0,0,53,0,0,419,287,0,0,2,57,7,873,0,0,128,801,8,0,0
183,0,1502,35,0,0,0,0,31,0,98,418,0,0,0,722,0,1038,67,0,0,0,0,5127,21,0,0,0,478,25,1159,2145,153,464,524,40,0,0
183,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,56,0,0,0,0,0,3380,1004,0,0,0,0,0,0,0,188,3437,14579,0,11,0
183,0,5,0,0,0,0,0,407,0,585,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4536,0,0,10921,14,0,0,0
183,35,10531,13,523,2,0,0,117,0,226,93,0,0,3256,2109,467,243,13,0,563,40,0,1389,46,27,97,1982,755,86,2789,194,173,50,794,2789,0,0
183,0,406,0,12954,2,0,0,174,0,5,2569,0,45,13,0,0,1072,239,36,927,682,0,3273,119,20,143,0,193,11,549,257,41,1010,1572,0,0,0
183,0,7500,0,8735,1710,0,0,34,224,0,0,0,8,0,0,17,688,0,0,0,0,0,6,0,0,0,0,0,9,90,0,0,0,1293,0,4,0
184,0,25,0,15,0,0,0,0,0,11,176,10,175,0,1145,60,3396,581,9,115,0,0,1403,168,21,128,0,475,612,106,1449,5,3133,997,45,0,3332
184,3,1752,0,6229,4829,0,14,0,0,0,781,0,52,328,140,132,973,0,21,0,0,0,2447,124,0,0,0,252,11,579,0,35,25,79,10,0,0
184,10,1936,0,0,0,81,0,47,94,22,0,0,0,0,1405,0,28,0,351,0,0,1651,4011,31,0,0,0,0,6,340,3,0,108,1308,152,0,0
184,0,4115,39,0,0,0,0,7,0,67,5,0,0,0,315,50,1794,683,134,38,577,18,427,116,0,7,6166,114,74,113,221,36,5,1977,202,0,0
184,0,23,0,12,0,0,0,0,0,8,349,10,56,0,618,83,5170,938,14,289,5,0,2893,586,0,178,7,446,578,97,978,26,3783,1119,10,0,4500
185,4,6844,64,17,0,0,0,218,0,0,0,0,972,53,1135,0,1816,0,3,0,0,0,4790,937,0,0,2,481,16,643,0,0,196,893,30,0,0
185,3,8374,19,13,0,2,0,548,0,0,0,0,846,21,4728,0,1112,0,0,0,0,0,1292,274,0,0,0,818,39,1083,0,0,640,4260,107,0,0
185,0,63,0,18055,4,0,0,40,0,15,0,0,0,0,9621,0,0,1293,0,0,2,0,10,8,0,0,0,0,0,33,0,0,0,5600,162,0,0
186,0,8814,8,0,0,9,0,12,0,59,0,0,290,41,222,0,0,46,101,74,0,76,1666,206,0,0,0,193,12,764,3296,5,458,1281,15,0,6
186,0,6047,0,2700,899,0,0,0,21,0,17,0,39,0,38,0,70,0,0,0,0,0,154,11,0,77,0,8,8,9,138,0,0,168,0,0,3
186,0,5197,0,2691,201,0,0,12,83,8,0,0,0,137,0,0,0,0,0,0,1685,18,4758,24,0,0,0,0,28,947,0,0,167,0,127,24,6
187,0,1305,16,0,0,0,0,39,0,12,676,0,1163,285,63,0,0,227,0,9,0,549,3577,642,333,341,0,728,9,65,3290,0,290,1855,32,0,0
187,5,5333,0,4160,2182,281,0,0,0,0,46,8,0,0,0,0,150,257,0,16,0,0,1842,144,0,69,0,608,0,49,4,95,12,294,28,0,4
188,18,0,0,7,0,0,0,58,0,1555,0,0,10287,509,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,7,0,0,0,5088,46,0,0
188,0,371,6,0,0,0,0,0,0,11,59,0,21,0,54,0,927,351,71,350,8,565,643,83,0,0,2545,281,0,0,583,45,38,3,57,0,0
188,9,8512,19,10,14,0,0,137,75,2331,61,0,1252,105,6294,0,3705,0,43,267,1561,0,1833,829,0,0,4,0,0,4446,532,0,319,1671,1035,0,0
189,0,10282,0,17870,0,0,0,0,9,17,21,6,0,85,67,177,1723,429,7,462,0,0,680,20,4,0,614,767,715,1109,670,8,11,247,0,0,206
189,2,3998,38,8413,4,114,0,0,0,12,247,0,0,131,0,39,435,478,165,151,51,53,2190,48,0,1781,0,480,26,12,57,7,0,1305,6,0,0
189,0,8195,17,6089,299,0,0,240,0,46,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,153,2530,3,0,0
190,0,31,0,0,0,0,4,9,0,100,0,0,0,0,1047,9,0,0,0,0,0,0,8,0,2,0,22,19,0,157,2802,0,3066,0,17,0,0
194,0,14947,51,11884,0,0,0,766,0,87,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,905,0,0,0
199,5,72,0,78,41,0,0,238,15,6,14,8234,20,402,22,0,13851,156,31,0,1156,269,1017,351,0,0,0,3,0,112,0,1128,971,2760,3,0,2
209,8,1555,0,12733,1073,0,0,0,0,128,0,0,0,0,1050,0,79,0,0,0,0,0,0,0,0,0,0,0,0,238,61,0,829,1359,0,0,0
210,17,5777,0,10,0,2231,3,43,487,943,0,0,2310,27,9630,21,708,0,679,44,0,1847,5373,369,0,0,0,61,19,87,3,0,146,2459,471,0,0
210,11,0,0,3,0,0,0,0,0,28,23,367,91,108,10264,0,0,30,40,92,308,8029,0,158,0,0,0,0,36,606,879,0,206,3,810,0,0
211,0,4461,0,9324,211,0,0,7,57,28,0,0,157,0,0,0,1084,0,0,0,0,0,0,7,0,0,37,0,7,674,0,0,0,581,11,0,0
211,0,48,0,0,0,0,0,0,0,21,81,25,193,75,6305,80,1379,1729,174,611,0,0,6221,526,0,29,0,117,108,1122,4840,65,718,1071,1524,0,0
211,0,39,33,6,3,0,0,95,0,13,285,0,962,1304,217,11,23,1770,28,3392,0,0,4196,2107,0,4,0,1360,16,9,7281,786,2734,4433,5,0,0
211,63,1000,0,5,3,0,0,8,0,9,27,0,2157,358,5,4,1017,0,0,0,0,0,5808,383,0,0,0,0,0,654,1967,0,2078,1355,0,0,0
211,54,17859,0,9768,891,0,0,138,0,302,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,27,0,0,777,3578,0,0,0
211,0,83,37,7,0,0,0,19,0,12,397,52,501,824,1240,120,410,769,0,21,0,5190,3897,823,1012,188,0,453,17,315,1736,0,394,2042,20,0,0
211,12,3916,0,5,0,0,0,0,0,25,27,0,0,7,1291,41,126,0,21,0,0,0,6183,523,0,15,3,285,14,1296,0,49,1291,972,1167,6,0
212,0,6123,0,0,0,0,0,8,0,4,0,0,0,14,1112,3,1072,0,4,0,0,0,548,0,0,0,0,42,0,113,1758,0,10,526,0,0,0
213,0,1152,0,9381,0,0,0,0,53,0,0,0,0,0,18,0,440,903,184,0,0,0,579,0,0,0,4,17,0,40,35,0,266,165,10,0,0
213,0,8003,0,4689,0,0,0,0,0,57,38,0,0,0,19,262,0,309,83,15,0,0,1208,445,0,0,0,0,0,2652,129,72,0,139,356,37,0
213,0,7075,0,0,0,0,0,0,0,36,0,0,0,0,5,3,0,0,0,0,0,0,8,0,0,0,0,0,0,209,0,0,23,18544,2,0,0
213,0,863,3,6169,26,11,0,0,60,0,0,0,0,0,31,0,1880,277,80,0,0,37,983,0,0,0,6,47,0,169,178,0,874,536,5,0,0
213,0,5334,25,6,0,0,0,10,0,6,92,0,80,318,1751,264,372,34,0,356,0,0,2366,420,4,27,2461,220,31,1246,314,52,72,172,35,0,0
213,0,635,0,11151,363,40,0,0,0,22,301,8,7,61,23,0,554,733,0,28,0,1167,388,187,0,0,0,177,41,1176,105,923,25,101,112,0,0
214,4,0,0,7104,500,0,0,0,0,36,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,55,0,188,0,0,1852,164,36,0,0
214,0,24,0,4327,0,0,0,44,0,8,839,0,54,0,0,24,604,63,0,105,123,0,980,68,0,50,0,132,6,187,112,4,248,525,4,0,0
214,0,7221,0,10905,230,0,0,47,570,41,0,6,209,143,225,0,0,106,0,0,8659,335,1718,76,0,0,0,0,14,1391,0,0,98,60,301,18,0
214,0,9200,0,6,0,0,53,0,511,336,0,0,1040,2517,9,0,0,0,0,0,0,0,4,71,0,0,0,0,0,3090,0,0,133,693,165,0,0
214,4,5413,5,0,0,0,0,195,3,33,149,6,613,1278,703,138,211,39,0,0,0,0,0,197,0,0,0,43,0,1681,0,0,1125,1619,36,0,0
214,4,451,0,6,0,0,0,0,0,27,127,0,0,58,1921,0,2228,138,99,231,57,0,13994,906,0,0,0,489,0,613,835,259,605,239,702,0,0
214,0,3370,0,16,2,0,131,1755,0,79,0,0,12,0,0,0,14,0,0,0,0,0,7,2,0,0,0,0,0,82,0,0,7574,0,0,2424,0
214,0,1779,5,7244,0,0,0,0,0,26,0,0,46,115,144,0,351,260,0,19,0,0,94,19,0,0,0,171,16,479,2651,0,220,702,0,0,0
214,0,26,0,17,0,0,424,0,0,79,0,0,2830,5395,0,0,18025,0,0,9,0,0,4,0,0,0,0,0,0,5,0,0,9,12,257,0,0
214,0,5228,4,4172,6,91,0,7,0,0,59,10,29,63,0,14,262,179,196,51,2446,26,1745,62,0,538,6,72,55,15,114,6,11,975,139,0,0
215,0,6,3,4,0,0,0,69,5,0,50,1417,59,271,0,0,2410,259,32,0,1454,325,269,118,0,0,0,0,525,180,0,150,399,571,3,0,0
215,5,11742,0,469,0,0,0,0,0,426,0,0,73,167,0,0,0,0,0,339,0,18,535,0,0,0,0,0,0,973,48,0,263,3326,758,0,0
215,0,3904,0,2533,200,0,0,143,135,5,0,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,5,0,0,69,39,0,0,282
215,0,3018,25,0,0,0,0,52,0,32,616,0,1455,376,5660,42,360,0,62,0,0,0,1403,744,0,0,0,23,0,2639,832,0,2663,36,0,17,23
215,7,4742,0,2,0,0,0,126,0,298,0,0,10,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,1893,32,0,5,1177,5,0,0
216,0,2522,0,2911,1767,321,0,0,0,4,17,9,0,0,13,9,1014,218,0,73,0,0,446,122,0,18,0,87,93,26,202,5,60,36,0,0,431
216,0,5524,0,9740,288,47,0,8,50,0,7,0,23,64,56,0,0,0,0,0,8,0,695,0,0,0,0,0,10,233,349,0,114,722,0,0,811
216,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,174,0,0,0,0,0,5134,0,0,0,0,221,6,449,0,19,1195,1651,3,0,0
217,0,1721,9,12182,0,0,0,0,0,0,16,9,0,0,102,49,263,817,20,552,0,0,358,43,0,0,1743,216,209,614,443,0,0,123,10,0,17
217,0,9999,0,10,0,0,132,0,1033,5994,0,0,0,0,2103,0,0,0,0,0,0,0,7,25,0,0,0,0,0,2129,86,0,4608,0,1094,8,0
219,8,407,4,9083,0,0,0,0,0,100,0,0,145,0,1848,0,0,0,0,0,0,0,986,80,0,0,0,0,23,396,0,0,36,722,0,0,0
219,0,569,0,11664,0,0,34,0,0,121,0,0,90,0,5053,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7508,1176,0,0,0
221,0,4504,26,0,0,0,0,69,0,2246,0,0,31,238,593,0,2016,144,0,0,0,0,2953,446,0,0,0,1067,31,974,1039,0,140,1107,52,20,0
222,0,7444,6,4447,2735,0,0,0,64,11,197,0,5,0,13,0,312,0,0,0,0,0,302,209,0,188,0,88,17,22,200,4,32,812,0,0,3527
230,0,7186,0,8225,231,0,0,19,205,147,0,0,72,0,188,0,511,0,0,0,0,0,0,8,0,0,227,0,9,1153,0,0,5,608,22,0,0
232,0,10896,0,14976,614,5,0,0,233,113,0,31,729,374,3323,0,23,495,0,0,10054,986,4391,87,0,5,0,99,8,1961,263,342,598,1014,998,0,22
236,0,1060,0,4426,4189,0,0,5,175,39,0,0,91,0,16,0,25,45,0,0,0,0,0,0,0,0,29,0,0,30,0,0,166,6045,0,0,0
236,0,1222,5,12520,4416,0,0,34,170,77,0,0,154,0,61,14,17,223,0,0,0,0,0,0,0,3,33,0,0,36,0,0,27,4187,0,0,0
238,0,10329,6,2720,0,0,0,7,0,0,0,0,21,15,176,0,44,0,0,881,0,0,1280,166,0,0,0,0,40,1316,320,0,138,5054,0,0,0
239,8,3096,0,19,0,87,0,30,324,11,0,0,121,29,1407,0,1022,0,641,73,0,604,10352,104,0,0,2497,6,69,491,4,0,33,1218,889,0,0
240,0,3090,5,27428,8424,9,0,39,0,144,0,0,206,0,117,20,2575,461,11,55,0,5,599,66,0,0,339,100,25,2302,156,30,706,24956,13,0,0
240,0,3118,3,7875,5386,0,0,6,0,11,0,0,231,0,29,21,50,113,0,0,0,0,0,3,0,0,119,0,9,131,2,0,154,4896,0,3,0
240,32,1104,0,0,0,0,0,7,0,0,0,0,168,218,599,0,384,0,0,478,0,0,5155,493,0,0,0,0,0,730,6281,56,1762,1268,0,0,0
242,12,14461,0,693,0,0,0,16,0,143,0,0,11,0,0,227,0,0,0,0,0,0,9,0,0,0,0,0,0,26,0,0,0,4440,17,4,0
243,0,9153,15,2570,0,0,0,10,14,14,110,0,41,15,0,0,80,0,0,629,86,0,675,181,0,0,0,190,55,159,0,0,26,529,0,0,0
243,0,625,77,199,16,0,0,5,0,28,77,40,529,181,882,111,4426,1299,1148,2190,0,20,1379,1464,283,50,19,1360,263,673,11026,885,2310,4047,27,10,0
243,0,4358,0,0,0,0,0,0,10,376,8,0,57,112,2897,90,7197,0,29,0,0,0,6,73,0,0,0,0,19,3772,1076,0,445,1951,1077,0,0
243,0,1091,0,11223,0,33,36,0,0,1080,120,0,0,0,55,0,0,0,0,0,0,0,3794,115,0,0,0,0,118,1717,23,30,1326,2132,0,94,0
243,0,5617,4,5,0,0,0,26,0,0,0,0,49,46,667,15,0,0,19,570,0,0,2198,156,0,0,0,563,13,1043,297,242,199,890,327,10,0
243,4,1227,16,10079,0,0,0,0,7,43,0,0,44,68,868,89,621,510,0,274,0,0,286,17,0,0,0,266,23,889,1512,50,1806,1166,0,0,0
243,0,13265,0,5,0,0,0,57,42,226,0,0,0,29,216,0,0,0,0,0,0,0,0,10,0,0,0,0,0,392,0,0,799,1592,11,0,0
243,0,16,0,13458,0,0,0,47,0,160,25,0,8,16,4,0,2922,10,0,45,0,0,2235,1410,2,0,0,277,0,603,2850,253,573,2056,395,0,0
243,0,0,0,2,0,0,0,34,2,7,13,0,0,0,0,0,324,2,0,0,0,0,6374,0,0,0,0,355,34,574,0,85,3034,5039,62,0,0
244,0,7120,0,42968,2989,6,0,127,465,919,0,0,469,120,1780,11,186,0,0,0,0,1681,17,196,0,0,4,264,77,3207,5,0,384,7703,191,0,4
244,0,2619,2,0,8,0,0,20,0,20,41,0,166,291,1526,12,4,8,17,0,0,0,1567,107,0,0,0,103,0,578,385,0,365,563,0,0,0
244,0,121,12,11,0,0,0,9,0,0,351,4,202,676,419,1320,1601,999,78,239,0,0,3512,1166,0,403,3,152,425,93,1399,41,1957,559,21,0,307
244,0,8276,0,7213,3170,0,0,0,47,0,82,0,0,0,38,0,139,0,0,0,0,0,377,131,0,110,0,35,8,97,770,2,12,723,0,0,692
244,0,9969,0,5588,0,0,0,13,16,14,0,0,192,84,745,0,28,0,0,47,0,0,1894,96,0,0,0,0,19,1322,73,0,62,1773,155,0,0
244,0,2399,11,4998,8438,174,0,0,0,0,351,23,0,105,5,17,1092,842,212,163,728,22,2552,84,0,729,0,245,278,21,542,32,0,83,5,0,1807
244,14,3204,0,0,0,0,0,0,0,895,0,0,11,0,3168,0,0,0,9,0,0,0,193,22,0,0,0,0,0,2180,231,0,0,981,1347,0,0
244,0,5,2,11,0,0,0,8,0,0,189,70,508,165,1614,1895,2693,403,22,44,0,0,2077,166,45,181,0,272,163,276,1360,6,2296,447,43,0,63
245,0,3723,11,5202,0,804,0,0,0,5,28,0,10,4,0,250,273,52,0,78,0,0,883,220,98,8,2050,592,89,873,439,161,21,25,20,0,450
245,0,863,0,5,0,0,31,248,271,3274,0,72,712,0,1492,0,0,0,0,0,0,50,5838,349,0,0,0,45,0,698,0,558,0,8172,79,0,0
245,0,7901,0,7,0,0,0,115,63,150,14,0,140,469,1540,0,49,0,0,254,705,0,3052,454,0,0,0,0,9,604,27,41,359,1532,49,4,0
245,0,1730,6,12981,0,0,0,0,0,18,59,8,0,0,10,49,1187,536,50,111,0,0,278,59,2,3,3716,284,187,771,143,8,8,28,57,0,7
245,0,1263,7,18399,3,0,0,0,39,45,0,0,0,0,46,0,41,1026,91,0,0,0,552,10,0,71,503,62,0,16,79,0,33,502,49,0,0
245,9,1363,0,15519,0,0,0,0,11,16,0,0,0,0,45,0,925,1417,57,0,0,0,1728,0,0,236,2047,166,0,70,266,0,40,1022,299,0,0
245,0,4851,0,0,0,0,0,0,90,310,0,0,552,419,4280,0,782,0,0,0,0,4,0,31,0,0,0,0,0,2646,870,0,4,972,15,0,0
246,0,3871,0,6582,581,0,0,0,77,5,0,3,30,41,558,0,274,228,230,0,4200,113,229,29,0,0,0,3,5,824,72,26,384,186,197,0,0
246,0,3463,0,6976,2659,0,0,0,112,12,0,0,0,0,39,0,51,0,0,0,0,324,5,0,0,0,0,24,0,4043,1658,0,307,449,13,2,0
246,3,3149,3,0,0,0,0,0,0,49,21,0,53,53,263,0,395,252,6,107,543,0,1832,283,0,0,2912,27,0,1204,133,6,43,188,16,0,30
246,10,6286,0,3071,3,2,0,9,719,1416,0,0,16,169,1922,0,0,1857,0,0,0,0,1108,23,0,0,0,21,0,2075,3,0,25,680,406,0,0
247,9,600,16,8,0,0,0,17,0,24,337,47,261,263,0,516,388,214,0,27,451,2153,2927,435,1633,258,0,918,88,291,1564,0,220,1132,10,0,0
247,0,3421,0,4707,766,5,0,0,0,0,10,0,0,29,279,26,664,105,0,248,0,0,2513,31,0,0,2301,11,4,194,205,8,106,10,24,0,15
247,0,3323,0,2765,157,33,0,0,41,0,0,0,17,17,21,0,0,0,0,0,98,0,150,0,0,0,5,0,4,148,136,0,34,89,3,0,158
249,0,2050,0,5834,3,0,0,0,103,18,0,0,48,71,749,0,503,220,0,0,0,0,688,0,0,0,0,23,0,359,0,0,9,1824,0,0,4
249,0,3824,0,0,0,12,0,87,0,776,0,0,345,47,1771,0,567,315,0,0,0,0,504,714,0,0,0,156,0,1023,1132,0,117,711,144,0,41
250,0,5130,0,5311,425,526,0,8,0,4,45,4,7,0,0,29,141,464,0,246,0,0,1124,81,0,120,0,357,0,27,119,47,30,16,0,0,0
250,0,16022,3,4541,81,0,0,66,570,204,72,0,61,1189,0,22,0,13,19,0,0,6,1119,265,0,3,0,0,0,2134,10,0,37,8219,16,0,0
253,0,6200,39,52,0,0,0,491,0,57,20,4783,228,1405,29,0,7872,1662,105,0,1580,699,938,877,0,0,7,0,3722,61,0,657,246,9268,0,0,3
257,0,9,0,5,0,5,27,16,58,174,0,0,2485,91,6248,5,559,0,14,0,0,0,1059,14,0,0,0,0,9,31,0,0,5513,11,0,7,11
258,0,3992,2,8293,0,0,0,186,0,26,89,0,470,0,0,49,0,0,0,0,0,4,4,151,0,0,0,0,126,58,0,0,14,1163,0,0,0
266,0,4077,0,0,0,0,135,0,0,389,33,0,166,3329,0,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,881,0,0,0,90,4,189,0
266,14,89,0,7,0,0,0,4,2,12,0,0,4499,5918,145,0,0,0,0,0,0,0,4003,198,0,0,2,0,0,280,277,0,7702,1975,0,0,0
272,3,1751,0,9670,541,0,0,32,16,61,0,0,0,0,47,3,11,153,0,0,0,0,0,20,0,42,0,7,17,780,558,0,285,582,5,0,0
272,0,2627,7,9417,515,0,0,17,13,74,0,0,0,6,74,0,11,55,0,0,0,12,0,0,0,15,0,5,14,1842,693,0,360,750,0,0,0
272,0,814,0,2506,0,0,0,0,7,0,77,0,0,15,7,8,170,9,12,8,222,15,37,5,0,6,881,16,0,82,22,7,39,15,0,0,0
272,0,27,0,6949,475,324,0,0,0,66,199,29,0,0,6,0,800,122,125,55,586,468,529,84,0,37,0,70,85,157,403,592,18,12,58,0,474
272,0,2771,0,4649,560,0,0,0,0,7,0,0,0,0,0,31,265,148,109,0,0,0,112,5,0,0,1306,0,4,250,175,0,5,428,0,0,0
272,152,13998,0,14,4,0,0,81,0,1111,0,0,0,25,16,0,5,0,0,0,0,0,0,13,0,0,0,0,0,6445,5,0,0,3812,137,30,0
272,0,2661,0,9260,1381,2,0,10,15,45,0,0,0,0,0,141,184,735,598,0,0,0,142,31,0,0,1330,0,6,280,138,0,0,239,18,0,0
273,0,2280,4,0,0,0,6,87,59,164,0,0,528,517,831,0,30,62,36,0,1885,0,1022,280,0,0,17,18,0,2699,875,0,21,1771,44,0,0
273,0,1451,0,0,0,0,0,0,11,21,4661,0,785,270,1214,73,1159,0,31,0,0,31,5,34,0,0,0,50,16,513,557,0,46,668,273,0,0
273,4,1606,29,2767,2,0,0,0,0,0,92,0,36,21,0,0,42,0,0,578,160,0,1306,87,0,0,0,65,34,205,0,0,13,199,18,0,0
273,117,13900,15,2589,1125,0,4,67,709,939,0,0,274,0,114,0,0,23,19,0,0,8,6061,6,0,84,0,0,0,587,40,1430,35,1383,0,0,0
273,0,11,0,5676,0,0,0,24,0,6,37,0,172,7,99,0,1200,0,0,120,0,0,558,135,0,15,0,73,0,100,77,0,1132,202,22,5,0
273,36,148,0,0,0,0,0,0,31,3511,0,0,0,197,2018,0,984,6,0,8,0,0,2506,35,0,0,0,0,0,532,661,0,25,1528,786,0,0
273,0,10243,7,6,0,2,0,0,219,36,0,0,42,0,2589,0,383,184,89,0,1006,189,1264,28,0,0,271,0,40,380,0,0,0,405,588,0,0
274,0,106,7,6888,0,0,0,55,0,11,20,14,0,0,0,0,1682,475,16,0,0,989,86,34,0,0,0,0,41,135,0,12,38,473,9,0,0
274,0,12,0,18,0,0,0,0,0,6,213,7,71,24,5522,149,1930,633,104,130,0,0,2301,67,0,191,0,305,181,311,1674,43,1400,964,32,0,17
274,0,3073,0,0,0,0,0,49,10,0,0,0,179,84,596,0,0,0,0,0,0,0,0,128,0,0,0,0,0,149,0,13,35,1125,45,0,0
274,14,65,24,15,0,0,0,0,0,23,705,4,83,0,3757,461,1059,3270,377,642,0,0,6396,368,0,283,0,356,497,285,1868,72,621,480,31,0,17
274,0,2659,0,6667,0,0,0,0,0,213,35,0,0,0,417,0,351,0,0,203,0,0,1462,71,0,0,0,0,0,762,292,135,0,343,42,28,0
275,0,1431,4,6736,0,0,0,0,0,154,45,11,0,1144,0,13,260,289,21,52,0,694,328,193,0,0,3656,92,88,225,313,7,0,7,13,0,32
275,0,3994,5,14794,0,0,0,20,26,55,0,0,25,57,15,0,359,4,161,257,390,0,901,270,0,0,0,45,8,314,265,191,65,226,176,0,405
275,0,171,0,8025,0,0,0,0,0,129,37,18,0,1054,0,28,160,480,23,61,0,640,278,242,0,22,1724,67,37,24,180,12,0,4,12,0,37
275,0,594,41,3,0,0,0,0,0,0,108,0,35,73,196,36,2231,421,1115,359,0,0,1588,590,44,47,0,486,112,278,996,371,1459,1882,31,6,0
275,0,3418,7,0,2,3280,0,0,0,0,0,0,37,227,173,82,1337,165,16,166,0,0,1118,49,0,280,3981,219,0,883,377,26,19,107,12,0,414
275,0,3910,0,4585,0,0,0,15,0,23,0,0,0,0,305,0,303,0,25,96,364,0,469,20,0,0,0,28,2,446,311,98,82,249,77,0,146
276,0,1019,0,12232,0,0,0,4,0,45,211,0,23,15,4,338,1071,457,381,83,468,51,502,241,0,2042,1671,665,2,89,239,35,0,29,28,0,4776
276,0,6411,0,3736,897,0,0,0,28,0,113,0,7,4,8,59,160,19,17,0,0,0,939,56,0,164,0,141,15,87,63,9,32,794,0,0,191
276,4,1434,38,56,8,0,0,34,0,110,519,19,235,576,8,488,987,453,0,24,1541,4014,3253,540,1206,94,139,651,58,1019,2167,13,305,634,119,0,0
276,0,0,3,0,0,0,0,24,0,0,15,0,0,44,3,0,524,0,0,0,0,0,2162,9,0,4,0,77,0,281,0,60,3544,5016,76,0,0
276,0,1795,5,10150,0,0,0,0,0,52,221,3,87,28,0,432,1225,284,131,301,464,44,2794,77,0,1853,1667,350,0,48,626,37,0,22,18,0,1763
276,13,5112,6,8258,2,0,0,67,0,13,86,0,11,25,175,0,213,646,90,113,0,0,320,103,0,0,0,129,57,58,227,157,70,387,5,0,0
276,0,7649,5,6313,0,1100,0,0,0,100,22,253,4,60,29,95,254,43,0,375,0,1220,1114,244,28,37,1769,536,96,1255,540,83,19,7,4,0,405
276,0,6420,0,7937,0,0,0,13,0,53,200,0,0,0,222,0,112,84,5,123,0,3,795,47,0,0,0,349,26,364,722,57,100,457,9,0,0
277,3,4927,0,1680,0,0,0,0,0,112,0,28,133,496,481,126,285,146,32,907,1855,0,4115,237,0,0,0,59,0,605,368,219,58,745,390,67,25
277,26,2329,5,6,0,0,0,32,0,211,0,0,109,0,4748,211,239,1665,0,0,0,0,921,540,0,0,0,12,0,1079,71,0,386,351,556,79,0
277,0,1571,0,8683,97,0,0,27,6,373,0,0,0,0,628,0,425,0,0,0,0,0,0,61,0,0,0,3,0,250,0,0,223,1803,18,0,4360
277,0,1587,5,5288,3652,289,0,0,0,16,26,8,0,59,140,15,819,302,123,204,0,0,1726,70,0,14,1891,88,40,51,246,14,0,12,32,0,475
278,0,4825,0,6,3,0,0,0,5,36,1402,0,131,216,7357,0,5258,0,11,512,0,0,11,151,0,0,0,0,0,2943,2275,0,14,905,2,0,0
278,0,3444,0,5267,72,0,0,0,28,6,0,8,346,132,20,0,492,63,98,0,6383,37,194,95,0,7,366,25,11,162,68,38,1309,98,110,0,0
278,0,1126,0,9088,585,290,0,0,0,33,43,54,13,0,14,41,349,166,315,24,574,149,232,117,0,16,58,614,0,20,68,8,5,22,46,0,0
